Unnamed: 0,user_id,book_id,is_read,rating,is_reviewed
776,0,172,1,3,1
781,0,167,1,5,0
784,0,164,1,5,1
785,0,163,1,4,1
786,0,162,1,5,1
788,0,160,1,4,1
794,0,154,1,4,0
795,0,153,1,4,1
802,0,146,1,5,0
809,0,139,1,4,1
810,0,138,1,5,0
813,0,135,1,5,1
815,0,133,1,4,1
816,0,132,1,5,0
822,0,126,1,5,0
824,0,124,1,3,0
831,0,117,1,4,1
834,0,114,1,5,1
842,0,106,1,5,1
844,0,104,1,4,0
845,0,103,1,3,1
846,0,102,1,5,1
848,0,100,1,3,1
851,0,97,1,3,0
852,0,96,1,4,1
854,0,94,1,5,1
858,0,90,1,5,0
863,0,85,1,5,1
864,0,84,1,2,0
875,0,73,1,4,1
880,0,68,1,5,0
924,0,24,1,4,1
925,0,23,1,4,1
926,0,22,1,3,1
927,0,21,1,5,1
934,0,14,1,5,1
949,1,1065,1,4,0
950,1,1064,1,4,0
951,1,1063,1,4,0
952,1,1062,1,5,0
956,1,1058,1,5,0
959,1,1055,1,5,0
962,1,1051,1,5,0
964,1,1050,1,3,0
966,1,1048,1,5,0
969,1,1045,1,5,0
970,1,1044,1,5,0
971,1,1043,1,5,0
972,1,1042,1,5,0
973,1,846,1,5,0
974,1,1041,1,5,0
975,1,828,1,3,0
976,1,1040,1,5,0
977,1,259,1,5,0
978,1,1039,1,4,0
979,1,1038,1,5,0
980,1,1037,1,5,0
981,1,1035,1,5,0
982,1,1036,1,5,0
983,1,1034,1,5,0
984,1,1033,1,5,0
985,1,1031,1,5,0
986,1,1032,1,5,0
987,1,1030,1,5,0
988,1,1028,1,5,0
989,1,1029,1,5,0
990,1,1027,1,4,0
991,1,1026,1,5,0
992,1,1025,1,5,0
993,1,1022,1,5,0
994,1,1023,1,5,0
995,1,1024,1,5,0
996,1,1021,1,5,0
997,1,943,1,5,0
999,1,704,1,5,0
1000,1,1019,1,5,0
1001,1,1018,1,5,0
1002,1,1017,1,5,0
1003,1,439,1,5,0
1004,1,1016,1,5,0
1005,1,1015,1,5,0
1006,1,1014,1,5,0
1007,1,858,1,5,0
1009,1,1013,1,5,0
1010,1,1012,1,5,0
1011,1,1011,1,4,0
1012,1,670,1,5,0
1013,1,1010,1,3,0
1015,1,1008,1,4,0
1016,1,1007,1,5,0
1019,1,1004,1,3,0
1020,1,1003,1,5,0
1021,1,1002,1,5,0
1022,1,1001,1,5,0
1023,1,1000,1,4,0
1024,1,999,1,5,0
1025,1,998,1,4,0
1026,1,706,1,5,0
1027,1,997,1,5,0
1028,1,996,1,5,0
1030,1,994,1,5,0
1031,1,993,1,4,0
1032,1,992,1,5,0
1033,1,991,1,4,1
1034,1,990,1,2,1
1035,1,989,1,2,1
1036,1,988,1,3,0
1037,1,987,1,3,1
1038,1,986,1,5,1
1039,1,985,1,2,1
1040,1,984,1,5,1
1041,1,983,1,4,1
1046,1,978,1,4,1
1047,1,977,1,4,1
1048,1,976,1,3,1
1049,1,975,1,3,1
1050,1,974,1,2,1
1051,1,973,1,5,1
1052,1,972,1,1,1
1053,1,971,1,1,1
1054,1,970,1,3,1
1055,1,969,1,5,1
1056,1,941,1,5,0
1057,1,613,1,5,0
1058,1,938,1,4,0
1059,1,944,1,4,0
1060,1,968,1,5,0
1061,1,939,1,4,0
1062,1,669,1,4,0
1063,1,668,1,5,0
1064,1,772,1,5,0
1068,1,964,1,5,0
1069,1,963,1,5,1
1083,1,950,1,4,1
1084,1,949,1,4,1
1085,2,1227,1,4,0
1086,2,1226,1,4,0
1087,2,1225,1,3,0
1088,2,1224,1,4,0
1089,2,613,1,4,0
1090,2,898,1,3,0
1091,2,862,1,3,0
1092,2,858,1,3,0
1093,2,943,1,3,0
1094,2,968,1,3,0
1095,2,938,1,3,0
1096,2,941,1,3,0
1097,2,1223,1,4,0
1098,2,939,1,3,0
1099,2,1009,1,2,0
1100,2,1222,1,4,0
1101,2,1221,1,3,0
1102,2,1220,1,4,0
1103,2,1219,1,4,0
1104,2,786,1,5,0
1105,2,821,1,3,0
1106,2,839,1,3,0
1107,2,997,1,3,0
1108,2,1013,1,4,0
1109,2,1003,1,5,0
1110,2,531,1,5,0
1111,2,1218,1,4,0
1112,2,1217,1,2,0
1113,2,1216,1,4,0
1114,2,1215,1,4,0
1115,2,706,1,4,0
1116,2,458,1,4,0
1118,2,1214,1,3,0
1119,2,1213,1,3,0
1120,2,1212,1,4,0
1121,2,1211,1,4,0
1122,2,1210,1,4,1
1123,2,1209,1,4,0
1124,2,739,1,3,0
1127,2,1206,1,2,0
1128,2,1010,1,4,0
1130,2,1204,1,3,0
1131,2,924,1,3,0
1132,2,1011,1,3,0
1133,2,1203,1,2,0
1134,2,1012,1,4,0
1135,2,828,1,4,0
1136,2,892,1,4,0
1137,2,461,1,3,0
1138,2,1202,1,4,0
1139,2,438,1,4,0
1140,2,547,1,3,0
1141,2,586,1,4,0
1142,2,999,1,3,0
1143,2,1201,1,3,0
1144,2,1200,1,2,0
1145,2,1199,1,4,0
1146,2,1198,1,2,0
1147,2,1197,1,3,0
1148,2,1196,1,4,0
1149,2,1195,1,4,0
1150,2,1194,1,4,0
1151,2,947,1,5,0
1152,2,1193,1,3,0
1153,2,1192,1,4,0
1155,2,1190,1,5,0
1156,2,1189,1,4,0
1157,2,1188,1,3,0
1158,2,1187,1,3,0
1159,2,1186,1,2,0
1160,2,1185,1,4,0
1161,2,1184,1,3,0
1162,2,1183,1,3,0
1163,2,1182,1,3,0
1164,2,1181,1,3,0
1165,2,1180,1,3,0
1166,2,1179,1,3,0
1167,2,1178,1,3,0
1168,2,1177,1,3,0
1169,2,1176,1,3,0
1170,2,1175,1,3,0
1171,2,1174,1,3,0
1172,2,1173,1,3,0
1173,2,1172,1,3,0
1174,2,1171,1,3,0
1175,2,1170,1,4,0
1176,2,1169,1,2,0
1177,2,1168,1,3,0
1178,2,499,1,4,0
1179,2,1167,1,3,0
1180,2,1166,1,3,0
1181,2,1165,1,3,0
1182,2,1164,1,3,0
1183,2,1163,1,3,0
1184,2,1162,1,4,0
1185,2,1161,1,3,0
1186,2,1160,1,3,0
1187,2,1159,1,5,0
1188,2,1158,1,3,0
1189,2,1157,1,3,0
1190,2,1156,1,3,0
1191,2,1155,1,2,0
1192,2,1154,1,4,0
1193,2,1153,1,4,0
1194,2,1152,1,4,0
1195,2,1151,1,5,0
1196,2,1150,1,4,0
1197,2,1149,1,5,0
1198,2,1148,1,3,0
1199,2,1147,1,3,0
1200,2,1146,1,3,0
1201,2,1145,1,4,0
1202,2,1144,1,4,0
1203,2,1143,1,4,0
1205,2,1141,1,3,0
1206,2,1140,1,4,0
1207,2,1139,1,3,0
1208,2,1138,1,3,0
1209,2,1045,1,3,0
1210,2,1137,1,4,0
1211,2,1136,1,4,0
1212,2,1135,1,4,0
1213,2,1134,1,3,0
1214,2,1133,1,4,0
1215,2,1132,1,4,0
1216,2,1131,1,3,0
1217,2,1130,1,3,0
1218,2,1129,1,4,0
1219,2,1128,1,4,0
1220,2,1127,1,4,0
1221,2,1126,1,4,0
1222,2,1125,1,4,0
1223,2,1124,1,3,0
1224,2,530,1,4,0
1225,2,1123,1,3,0
1226,2,1122,1,4,0
1227,2,51,1,3,0
1228,2,1053,1,3,0
1229,2,1121,1,5,0
1230,2,1120,1,3,0
1231,2,1119,1,3,0
1232,2,1118,1,4,0
1233,2,1117,1,4,0
1234,2,66,1,3,0
1235,2,1116,1,3,0
1236,2,1115,1,3,0
1237,2,1047,1,4,0
1240,2,1112,1,4,0
1241,2,1000,1,4,0
1243,2,1110,1,5,0
1244,2,1109,1,4,0
1245,2,1108,1,3,0
1246,2,1107,1,4,0
1247,2,1106,1,4,0
1248,2,1105,1,4,0
1249,2,1104,1,3,0
1250,2,1103,1,3,0
1251,2,1102,1,3,0
1256,2,1007,1,4,0
1257,2,1097,1,3,0
1258,2,1096,1,3,0
1259,2,1095,1,4,0
1260,2,1094,1,3,0
1261,2,1093,1,3,0
1262,2,1092,1,4,0
1263,2,1091,1,4,0
1264,2,1090,1,3,0
1265,2,1089,1,5,0
1266,2,1088,1,3,0
1267,2,1087,1,4,0
1268,2,1086,1,4,0
1269,2,1085,1,3,0
1270,2,1084,1,4,0
1271,2,1083,1,4,0
1272,2,1082,1,3,0
1273,2,1081,1,3,0
1274,2,1080,1,3,0
1275,2,1079,1,4,0
1276,2,1078,1,3,0
1277,2,1077,1,4,0
1278,2,1076,1,4,0
1279,2,1075,1,3,0
1280,2,1074,1,5,1
1281,2,1073,1,3,0
1282,2,1072,1,5,1
1283,2,1071,1,4,0
1284,2,1070,1,4,0
1285,2,1069,1,3,0
1286,2,1068,1,4,0
1287,2,1067,1,4,0
1288,2,1066,1,3,0
1289,3,1496,1,5,0
1290,3,1495,1,5,0
1291,3,1494,1,4,0
1292,3,1493,1,3,0
1294,3,1491,1,2,0
1298,3,1488,1,3,1
1299,3,1004,1,5,0
1300,3,1487,1,4,0
1301,3,1486,1,3,0
1303,3,1075,1,3,0
1305,3,493,1,3,0
1309,3,1480,1,4,0
1312,3,1477,1,3,0
1313,3,1476,1,4,0
1318,3,1471,1,4,0
1320,3,1469,1,2,0
1321,3,1468,1,3,0
1324,3,1465,1,3,0
1325,3,317,1,4,0
1328,3,1462,1,4,0
1329,3,1461,1,3,0
1337,3,1453,1,2,0
1341,3,1449,1,5,0
1342,3,1448,1,4,0
1343,3,332,1,4,0
1347,3,1444,1,3,0
1348,3,1443,1,4,0
1351,3,334,1,4,0
1355,3,1439,1,4,0
1356,3,1438,1,4,0
1357,3,1437,1,4,0
1360,3,1205,1,4,0
1361,3,1050,1,4,0
1362,3,1434,1,1,0
1394,3,1207,1,1,0
1419,3,255,1,3,0
1429,3,1383,1,4,0
1432,3,1380,1,4,0
1495,3,1321,1,5,0
1554,3,1266,1,4,0
1558,3,1263,1,4,0
1598,4,1633,1,3,0
1599,4,1632,1,3,0
1600,4,1631,1,5,0
1601,4,996,1,4,0
1602,4,1630,1,4,0
1603,4,1629,1,4,0
1604,4,1628,1,3,0
1605,4,1386,1,4,0
1606,4,1627,1,4,0
1607,4,1387,1,4,0
1608,4,1626,1,2,0
1609,4,1625,1,5,0
1610,4,995,1,4,0
1611,4,1624,1,3,0
1612,4,1623,1,3,0
1613,4,1622,1,3,0
1614,4,1494,1,4,0
1615,4,1621,1,2,0
1616,4,994,1,4,0
1617,4,1620,1,3,1
1618,4,1471,1,5,0
1619,4,1233,1,4,0
1620,4,1619,1,3,0
1621,4,1618,1,3,0
1622,4,1617,1,1,1
1623,4,1616,1,4,1
1624,4,1615,1,3,0
1625,4,1614,1,4,0
1626,4,325,1,4,0
1627,4,1402,1,4,0
1628,4,1613,1,4,0
1630,4,1611,1,3,0
1631,4,1610,1,2,0
1632,4,1609,1,2,0
1633,4,1197,1,2,0
1634,4,1608,1,4,0
1635,4,1607,1,3,0
1636,4,1606,1,3,0
1637,4,1605,1,4,0
1638,4,1604,1,4,0
1639,4,1603,1,3,0
1640,4,1602,1,3,0
1641,4,1473,1,5,0
1642,4,1601,1,4,0
1643,4,1600,1,4,0
1644,4,1599,1,2,0
1645,4,1598,1,3,0
1646,4,1597,1,4,0
1647,4,1596,1,4,0
1648,4,1595,1,3,0
1649,4,1594,1,4,0
1650,4,1455,1,4,0
1651,4,1593,1,3,0
1652,4,1592,1,4,0
1653,4,1591,1,4,0
1654,4,332,1,4,0
1655,4,1590,1,3,0
1656,4,609,1,4,0
1657,4,234,1,3,0
1658,4,1589,1,2,0
1659,4,233,1,4,0
1660,4,1588,1,4,0
1661,4,1587,1,3,0
1662,4,1586,1,4,0
1663,4,1585,1,4,0
1664,4,1584,1,4,0
1665,4,1583,1,4,0
1666,4,1582,1,3,0
1667,4,1370,1,2,0
1668,4,1408,1,4,0
1669,4,1581,1,3,0
1671,4,1580,1,4,0
1672,4,1579,1,3,0
1673,4,1578,1,2,0
1674,4,1577,1,3,0
1675,4,1423,1,4,0
1676,4,1576,1,4,0
1677,4,1313,1,4,1
1678,4,1334,1,2,0
1679,4,677,1,2,0
1680,4,407,1,4,0
1681,4,1575,1,4,0
1682,4,255,1,3,0
1683,4,1574,1,4,0
1684,4,1573,1,4,0
1685,4,1430,1,4,0
1686,4,1572,1,4,0
1687,4,1571,1,4,0
1688,4,964,1,4,0
1689,4,1312,1,4,0
1690,4,1368,1,4,0
1691,4,1450,1,4,0
1692,4,671,1,3,0
1693,4,1570,1,2,0
1694,4,1569,1,4,0
1695,4,1465,1,2,0
1696,4,1568,1,3,0
1697,4,1567,1,3,0
1698,4,1566,1,5,1
1699,4,858,1,3,0
1700,4,1565,1,4,0
1701,4,1433,1,3,0
1702,4,1564,1,4,0
1703,4,410,1,4,0
1704,4,1563,1,4,0
1705,4,1562,1,5,0
1708,4,1283,1,3,0
1709,4,1559,1,3,0
1710,4,1558,1,4,0
1711,4,1557,1,2,1
1712,4,1556,1,3,0
1713,4,1555,1,3,0
1714,4,1554,1,4,0
1715,4,197,1,4,0
1716,4,1553,1,4,0
1717,4,1552,1,4,0
1718,4,1242,1,4,0
1719,4,1123,1,2,0
1720,4,1551,1,3,0
1721,4,1550,1,3,0
1723,4,1548,1,3,0
1724,4,1547,1,3,0
1725,4,1546,1,4,0
1726,4,1545,1,4,0
1727,4,1544,1,3,0
1728,4,1543,1,2,0
1729,4,1448,1,3,0
1730,4,1542,1,3,0
1731,4,1541,1,4,0
1732,4,1540,1,4,0
1733,4,1539,1,4,0
1734,4,1538,1,2,1
1735,4,1320,1,2,0
1736,4,1537,1,3,0
1737,4,1536,1,4,0
1738,4,535,1,3,0
1739,4,1535,1,4,0
1740,4,1534,1,4,0
1741,4,1533,1,4,0
1744,4,1530,1,3,0
1746,4,1528,1,3,0
1747,4,1527,1,3,1
1748,4,1526,1,3,0
1749,4,1525,1,3,0
1750,4,1524,1,4,0
1751,4,1523,1,3,0
1752,4,1522,1,4,0
1753,4,1004,1,4,0
1754,4,1521,1,2,0
1755,4,1520,1,3,0
1757,4,1518,1,3,0
1758,4,1483,1,2,0
1759,4,1366,1,4,0
1760,4,1517,1,3,0
1761,4,1516,1,2,0
1762,4,1515,1,4,0
1763,4,1514,1,4,0
1764,4,1513,1,4,0
1765,4,1512,1,4,0
1766,4,1250,1,4,0
1767,4,1511,1,4,0
1768,4,1510,1,3,0
1769,4,1509,1,3,0
1770,4,1508,1,4,0
1771,4,1507,1,3,0
1772,4,1506,1,3,0
1773,4,307,1,3,0
1775,4,1505,1,3,0
1776,4,1504,1,3,0
1777,4,1503,1,4,0
1778,4,999,1,3,0
1779,4,1502,1,4,0
1780,4,1501,1,3,0
1781,4,1500,1,4,0
1783,4,1330,1,1,0
1784,4,1498,1,3,0
1786,5,7074,1,5,0
1787,5,7075,1,5,0
1788,5,7073,1,5,0
1789,5,7072,1,5,0
1791,5,7069,1,5,0
1792,5,7070,1,5,0
1793,5,7068,1,4,0
1797,5,7064,1,4,0
1798,5,7063,1,4,0
1799,5,7062,1,5,0
1800,5,7061,1,5,0
1801,5,7060,1,5,0
1802,5,7059,1,5,0
1803,5,7058,1,5,0
1804,5,7057,1,5,0
1805,5,7056,1,3,0
1806,5,7055,1,4,0
1807,5,7054,1,3,0
1808,5,7053,1,3,0
1809,5,7052,1,3,0
1820,5,7043,1,5,0
1821,5,7042,1,5,0
1822,5,1526,1,3,0
1823,5,7041,1,4,0
1824,5,7040,1,3,0
1825,5,7039,1,5,0
1826,5,7038,1,5,0
1827,5,7037,1,5,0
1828,5,7036,1,4,0
1829,5,7035,1,4,0
1830,5,7034,1,4,0
1831,5,7033,1,5,0
1832,5,7032,1,5,0
1833,5,7031,1,5,0
1834,5,7030,1,5,0
1835,5,7029,1,3,0
1836,5,7028,1,5,0
1837,5,7027,1,4,0
1849,5,7015,1,4,0
1852,5,7012,1,5,0
1857,5,7007,1,5,0
1860,5,7004,1,4,0
1861,5,7003,1,5,0
1865,5,6999,1,5,0
1867,5,6997,1,4,0
1870,5,6994,1,4,0
1871,5,6993,1,5,0
1872,5,6992,1,5,0
1873,5,6991,1,4,0
1876,5,6988,1,5,0
1878,5,6985,1,5,0
1879,5,6986,1,5,0
1880,5,6984,1,5,0
1883,5,6981,1,5,0
1884,5,6980,1,3,0
1886,5,6977,1,5,0
1887,5,6978,1,3,0
1888,5,6976,1,5,0
1889,5,6975,1,5,0
1892,5,6972,1,5,1
1893,5,407,1,5,0
1906,5,6960,1,5,0
1907,5,6959,1,2,0
1908,5,6958,1,5,0
1909,5,6957,1,4,0
1910,5,6956,1,3,0
1911,5,6955,1,4,0
1915,5,6951,1,4,0
1919,5,6947,1,5,0
1920,5,6946,1,5,0
1921,5,6945,1,5,0
1922,5,6944,1,5,0
1923,5,6943,1,5,0
1924,5,6942,1,5,0
1926,5,6941,1,5,0
1927,5,6939,1,4,0
1928,5,6938,1,5,0
1929,5,6937,1,5,0
1935,5,6930,1,4,0
1950,5,6916,1,5,0
1964,5,6903,1,3,0
1965,5,6902,1,5,0
1966,5,6901,1,4,0
1967,5,6900,1,3,0
1968,5,6899,1,4,0
1969,5,6898,1,4,0
1970,5,6897,1,4,0
1974,5,6893,1,5,0
1975,5,6892,1,5,0
1980,5,6887,1,3,0
1987,5,6880,1,3,0
1990,5,6878,1,3,0
1991,5,6876,1,3,0
